   0.22522   , 100.224       ,-0.000197137    ,-0.000237846    ,-0.00021912915837923817   ,10.0024  ,10.1563  ,10.6435 ,11.5484 ,13.055  ,15.5573 , 19.9979 , 29.2292 , 57.5371 ,145.658  , 57.6385 , 29.2469 , 20.0021 ,15.5572 ,13.0531 ,11.5456 ,10.64   ,10.1522  , 9.99762
   0.512802  , 100.511       ,-0.000206883    ,-0.000231171    ,-0.00021339684982224662   ,10.0023  ,10.1562  ,10.6434 ,11.5483 ,13.0548 ,15.557  , 19.9975 , 29.2282 , 57.5335 ,145.373  , 57.642  , 29.2479 , 20.0025 ,15.5575 ,13.0533 ,11.5457 ,10.6401 ,10.1523  , 9.99769
   0.801498  , 100.8         ,-0.000215054    ,-0.000224495    ,-0.00024909349856351234   ,10.0022  ,10.1562  ,10.6433 ,11.5482 ,13.0546 ,15.5567 , 19.997  , 29.2273 , 57.5305 ,145.087  , 57.6451 , 29.2488 , 20.003  ,15.5577 ,13.0535 ,11.5458 ,10.6402 ,10.1524  , 9.99776
   1.09068   , 101.089       ,-0.000205993    ,-0.000217819    ,-0.00028049432635143064   ,10.0022  ,10.1561  ,10.6433 ,11.5481 ,13.0547 ,15.5568 , 19.9972 , 29.2279 , 57.5331 ,144.795  , 57.6425 , 29.2482 , 20.0028 ,15.5577 ,13.0535 ,11.5459 ,10.6403 ,10.1524  , 9.99782
   1.37958   , 101.378       ,-0.000176944    ,-0.000211143    ,-0.0002648798561602536    ,10.0021  ,10.1561  ,10.6433 ,11.5483 ,13.0549 ,15.5572 , 19.9981 , 29.23   , 57.5421 ,144.497  , 57.6334 , 29.2461 , 20.0019 ,15.5572 ,13.0533 ,11.5457 ,10.6402 ,10.1524  , 9.99789
   1.66818   , 101.667       ,-0.000140548    ,-0.00020504     ,-0.00019473069608942512   ,10.0021  ,10.1561  ,10.6434 ,11.5484 ,13.0552 ,15.5578 , 19.9992 , 29.2327 , 57.5536 ,144.197  , 57.6218 , 29.2433 , 20.0008 ,15.5567 ,13.0529 ,11.5456 ,10.6401 ,10.1524  , 9.99795
   1.9565    , 101.955       ,-0.00010041     ,-0.00019989     ,-0.00010375451204439606   ,10.002   ,10.1561  ,10.6435 ,11.5486 ,13.0556 ,15.5585 , 20.0005 , 29.2358 , 57.5664 ,143.896  , 57.609  , 29.2403 , 19.9995 ,15.556  ,13.0526 ,11.5454 ,10.64   ,10.1524  , 9.998
   2.24451   , 102.243       ,-0.0000577539   ,-0.000195694    ,-0.0000012686927553550829 ,10.002   ,10.1561  ,10.6436 ,11.5489 ,13.056  ,15.5592 , 20.0019 , 29.2391 , 57.5801 ,143.595  , 57.5953 , 29.237  , 19.9981 ,15.5553 ,13.0521 ,11.5451 ,10.6399 ,10.1524  , 9.99804
   2.53223   , 102.531       ,-0.0000131125   ,-0.000193024    ,0.0001093888720639312     ,10.0019  ,10.1562  ,10.6438 ,11.5491 ,13.0564 ,15.56   , 20.0034 , 29.2426 , 57.5945 ,143.293  , 57.5809 , 29.2335 , 19.9966 ,15.5545 ,13.0517 ,11.5449 ,10.6398 ,10.1523  , 9.99807
   2.81966   , 102.818       ,0.0000332481    ,-0.000191689    ,0.00022754482032309376    ,10.0019  ,10.1563  ,10.6439 ,11.5494 ,13.0569 ,15.5608 , 20.005  , 29.2463 , 57.6096 ,142.991  , 57.5658 , 29.2298 , 19.995  ,15.5536 ,13.0512 ,11.5446 ,10.6396 ,10.1523  , 9.99808
   3.10678   , 103.105       ,0.0000811343    ,-0.000191879    ,0.00035221257288162416    ,10.0019  ,10.1564  ,10.6441 ,11.5498 ,13.0575 ,15.5617 , 20.0066 , 29.2502 , 57.6253 ,142.689  , 57.5502 , 29.2259 , 19.9934 ,15.5528 ,13.0507 ,11.5442 ,10.6394 ,10.1522  , 9.99808
   3.39363   , 103.392       ,0.000129672     ,-0.000193405    ,0.00048312311230795673    ,10.0019  ,10.1565  ,10.6443 ,11.5501 ,13.058  ,15.5627 , 20.0084 , 29.2541 , 57.6412 ,142.388  , 57.5343 , 29.222  , 19.9916 ,15.5518 ,13.0501 ,11.5439 ,10.6392 ,10.1521  , 9.99807
   3.68018   , 103.679       ,0.0001788       ,-0.000196457    ,0.0006176337379508294     ,10.002   ,10.1566  ,10.6446 ,11.5505 ,13.0586 ,15.5636 , 20.0101 , 29.2582 , 57.6575 ,142.086  , 57.5181 , 29.2179 , 19.9899 ,15.5509 ,13.0496 ,11.5435 ,10.639  ,10.152   , 9.99804
   3.96645   , 103.965       ,0.000228899     ,-0.000201035    ,0.0007558366687675128     ,10.002   ,10.1567  ,10.6448 ,11.5509 ,13.0592 ,15.5646 , 20.012  , 29.2623 , 57.6742 ,141.784  , 57.5015 , 29.2138 , 19.9881 ,15.5499 ,13.0489 ,11.5432 ,10.6388 ,10.1518  , 9.99799
   4.25243   , 104.251       ,0.000279244     ,-0.000207138    ,0.0008987705957944881     ,10.0021  ,10.1569  ,10.6451 ,11.5513 ,13.0598 ,15.5656 , 20.0138 , 29.2666 , 57.691  ,141.482  , 57.4848 , 29.2096 , 19.9862 ,15.5488 ,13.0483 ,11.5428 ,10.6385 ,10.1517  , 9.99793
   4.53812   , 104.537       ,0.000328196     ,-0.000214577    ,0.0010444560854962499     ,10.0021  ,10.157   ,10.6453 ,11.5517 ,13.0605 ,15.5667 , 20.0157 , 29.2707 , 57.7075 ,141.182  , 57.4684 , 29.2054 , 19.9844 ,15.5478 ,13.0477 ,11.5423 ,10.6382 ,10.1515  , 9.99786
   4.82352   , 104.822       ,0.000374337     ,-0.00022316     ,0.0011881635058482644     ,10.0022  ,10.1572  ,10.6456 ,11.5521 ,13.0611 ,15.5677 , 20.0174 , 29.2747 , 57.7231 ,140.882  , 57.4529 , 29.2015 , 19.9826 ,15.5468 ,13.0471 ,11.5419 ,10.638  ,10.1513  , 9.99777
   5.10863   , 105.107       ,0.000416851     ,-0.000232887    ,0.0013257621023739562     ,10.0023  ,10.1574  ,10.6459 ,11.5525 ,13.0617 ,15.5686 , 20.0191 , 29.2784 , 57.7376 ,140.584  , 57.4385 , 29.1978 , 19.9809 ,15.5459 ,13.0465 ,11.5415 ,10.6377 ,10.1512  , 9.99767
   5.39345   , 105.392       ,0.000455248     ,-0.000243378    ,0.0014550255239155405     ,10.0024  ,10.1576  ,10.6461 ,11.5529 ,13.0622 ,15.5695 , 20.0207 , 29.2818 , 57.7508 ,140.287  , 57.4254 , 29.1944 , 19.9794 ,15.545  ,13.0459 ,11.5412 ,10.6374 ,10.151   , 9.99757
